handle,username,timestamp,content,topic,language,economic_policy,social_policy,economic_policy_rounded,social_policy_rounded,sentiment_label,sentiment_score
@niinochka,Nina Stojaković,2022-01-29T09:52:55.000Z,"Zvali da me anketiraju. Poslednje pitanje:

-Da su izbori danas da li znate za koga biste glasali?
-Znam
-Ako možete da kažete za koga
-Za Zdravka PonošaNemojte da ih spustate slušalicu, samo iskreno ocenjujete sve i slušajte kako pizde s druge strane ",lgbt,und,0.0,1.0,0.0,1.0,negative,0.5691765546798706
@SasaRadulovich,Saša Radulović,2017-05-08T12:46:28.000Z,"Tužilaštvo nije procesuiralo krivičnu prijavu. Slično kao i za ličnu kartu, za skupob sa žandarmerijom na Paradi ponosa. Ništa.",lgbt,und,0.2,0.6,0.0,0.5,negative,0.8359554409980774
@SerbianPM,Aна Брнабић,2018-09-26T08:26:16.000Z,"На састанку Акција за мир, разговарали смо о важности мировних операција у очувању мира и безбедности. Са више од 300 припадника наше војске и полиције у мисијама УН и ЕУ, Србија је лидер у региону и 9. међу европским земљама по броју учесника. #UNGA http://p?id=331770&change_lang=cr…",vojska,sr,0.1,0.5,0.0,0.5,positive,0.8409842252731323
@DostaJeBilo,ДЈБ - Суверенисти,2019-11-24T10:41:22.000Z," Danas smo u Beloj Crkvi.

Vidimo se u restoranu Klub od 15 sati.@SasaRadulovich @BrankaStamenkov @hanaadrovic",crkva,und,0.2,0.6,0.0,0.5,positive,0.972939431667328
@nedavimobgd,Ne davimo Beograd,2022-04-04T12:02:39.000Z,Hvala ,beograd,is,-0.3,0.0,-0.5,0.0,positive,0.9707083106040956
@SasaRadulovich,Saša Radulović,2021-03-13T19:14:25.000Z,"80% građana Srbije iz ankete u anketu na ovo kaže: NE. I u tih 80% su praktično svi glasači vlasti.

Ta činjenica je i najveći problem vlasti: kako da zadovolje sponzora iz Berlina, potpišu nezavisnost Kosova, a da ne izgube svoje birače? Što je crkva za Mila, to je KiM za Vučića",kosovo,und,0.2,0.6,0.0,0.5,negative,0.6991255283355713
@niinochka,Nina Stojaković,2022-04-02T15:04:27.000Z,"Kada sam javno tražila pomoć od policije jer me je zbog opozicionog aktivizma jedna osoba progonila i ugrožavala bezbednost, ćutali su.

Kada sam ukazivala na stravičan tretman u državnim porodilištima, ćutali su.",policija,und,0.0,1.0,0.0,1.0,negative,0.935444176197052
@BoskoObradovic,Бошко Обрадовић,2020-07-11T09:16:52.000Z,"И да једном за свагда то истакнемо: насилни су они који шаљу Полицију и кримосе да бију недужне грађане, они који крше Устав, издају Косово и Метохију, баве се криминалом и корупцијом, а не ми који се томе супротстављамо. Имамо сва демократска права да се побунимо против њих!",kosovo,sr,0.4,0.8,0.5,1.0,negative,0.7807298898696899
@NovaStranka,Nova stranka,2020-04-14T16:32:35.000Z,"""Da li je vršen nadzor objekta u Nišu od strane Vojske Srbije? Ako nije, građani zaslužuju odgovor zašto nije osigurana bezbednost korisnika i zaposlenih, a ukoliko jeste, kako je moguće da mere nisu poštovane"", pita @ArisMovsesijan, prenosi @OnlineDanas.",vojska,und,0.4,-0.5,0.5,-0.5,negative,0.7355952858924866
@MarinikaTepic,Marinika Tepić,2019-05-23T06:40:11.000Z,"„Štraheovsko“ privlačenje stranih investitora mogao bi da bude odlučujući argument Folksvagena da konačno zaobiđe Srbiju.

...tenderi s jednim (poznatim) ponuđačem, tajnost ugovora, najčešć pokrivena međudržavim sporazumima kojima je korupcija 'kod kuće'...",korupcija,und,0.1,-0.4,0.0,-0.5,negative,0.529826283454895
@ZoranLutovac,Zoran Lutovac,2022-04-04T19:44:32.000Z,"Poštovani građani, uvaženi aktivisti i kontrolori, hvala vam na podršci!

Predstavnici opozicije odlučni su da brane svaki glas u Beogradu i celoj Srbiji. Koristićemo sva pravna i politička sredstva da zaštitimo volju građana iskazanu u ovim neregularnim uslovima.",beograd,und,0.3,-0.2,0.5,0.0,positive,0.9329014420509338
@demokrate,Demokratska stranka,2021-09-27T12:25:32.000Z,"Da bismo prestali da budemo crna tačka Evrope kad je u pitanju pandemija, neophodno je da nametnemo obaveznu vakcinaciju zdravstvenih radnika, da proširimo ovu meru na još neke kategorije zaposlenih poput policije, vojske, i javnih službi.",policija,und,0.4,-0.7,0.5,-0.5,negative,0.4817874133586883
@nedavimobgd,Ne davimo Beograd,2020-07-08T08:39:47.000Z,"Direktor policije Vladimir Rebić kaže za RTS da je policija tokom sinoćnjih protesta ""krajnje uzdržano reagovala"".

Na snimku se vidi kako se brutalno ophode prema ženi koja im se ni na koji način nije suprostavila. Nadamo se da je osoba sa snimka dobro.",policija,und,-0.3,0.0,-0.5,0.0,negative,0.8048223853111267
@FHPHLC,Fond za humanitarno pravo,2015-02-13T14:28:18.000Z,"@bojan__007 Radi informacije o ljudskim gubicima tokom NATO bombardovanja pogledajte naše podatke, ne novinske vesti http://",nato,und,0.0,-0.9,0.0,-1.0,negative,0.492163747549057
@FHPHLC,Fond za humanitarno pravo,2020-03-17T10:16:31.000Z,"Srbi na Kosovu prošli su teške godine života posle juna 1999. godine. Nakon povlačenja srpske vojske i policije postali su meta OVK i kriminalnih grupa.

Izveštaj: Mart 2004. Etničko nasilje na Kosovuhttp://",vojska,und,0.0,-0.9,0.0,-1.0,negative,0.9279654622077942
@FHPHLC,Fond za humanitarno pravo,2019-05-01T16:08:57.000Z,"Najveći broj civila i vojnika stradao je prilikom granatiranja  izbegličkih kolona, na putu od Nove  Varoši  do  Bosanske  Gradiške.

Veliki  broj  ubijenih  ostao  je  na  tom  putu  kojim  su  se  civili  i  vojska povlačili.",vojska,und,0.0,-0.9,0.0,-1.0,negative,0.94905823469162
@MarijanNSS,Marijan Rističević,2020-05-19T18:41:06.000Z,"Nova sramota Mila Đukanovića, junačka pesma države CG u kojoj u državnim brodovima pronalaze na tone kokaina. Država u kojoj su narko klanovi slobodni da ubijaju, a proganja se Srpska pravoslavna crkva i njeni miroljubivi vernici.",crkva,und,0.4,0.8,0.5,1.0,negative,0.892950177192688
@FantomiSRB,Pokret ujed. fantoma,2018-08-28T16:38:01.000Z,"Šešelj: Razmena stanovništva jeste rešenje za Kosovo!
PUF!: Da smo na vreme tebe razmenili sada Kosovo ne bi bilo problem!",kosovo,und,-0.7,-0.7,-0.5,-0.5,negative,0.5976139307022095
@VjericaR,Вјерица Радета,2014-12-07T17:39:27.000Z,"@VladaMR @predsednikSRS Е, баш тако. Само је код снсоваца тешко промашити тему. Широка. Корупција, криминал, лажи, обмане, издаја...",korupcija,sr,0.7,1.0,0.5,1.0,negative,0.8174408078193665
@MarinikaTepic,Marinika Tepić,2022-03-17T15:32:18.000Z,"Juče su nam zabranili konvenciju u pozorištu u Vranju, pa smo bili sa građanima na ulici!
Danas su i našoj listi za Beograd sa prof. Vladetom Jankovićem zabranili već plaćenu tribinu u hotelu Zira.

Ne sme Vučić da dozvoli istinu!

Vučiću, kukavice, šta još ne smeš?#VucicNeSme",beograd,und,0.1,-0.4,0.0,-0.5,negative,0.8445286750793457
@FantomiSRB,Pokret ujed. fantoma,2018-11-03T20:27:05.000Z,"Kada padne Vucic recicemo,mogli smo i ranije!
Pa sad je ranije!
PUF!",amerika,und,-0.7,-0.7,-0.5,-0.5,negative,0.5288293361663818
@jeremic_vuk,Vuk Jeremić,2020-06-06T16:00:21.000Z,"O svetu posle korone, sa jednim od najpoznatijih ruskih intelektualaca, profesorom Sergejom Karaganovim.Moskva suzama ne veruje - nedelja, 7. jun, u 20h.@CIRSD #CoronaDialogueshttps://",rusija,und,0.0,-0.2,0.0,0.0,positive,0.7610309720039368
@DraganDjilas,Dragan Djilas,2018-08-01T16:34:39.000Z,"U Šapcu nas je dočekala ekipa SNS-ovaca sa radnom obavezom da viču: “ŠIPTARI, ŠIPTARI IZDALI STE KOSOVO...”. Pitam se ima li granicu bolesni um koji ovako širi mržnju i naredjuje “spontane” napade kako bi prikrio sopstvene odluke?",kosovo,und,0.3,-0.5,0.5,-0.5,negative,0.8981882929801941
@FHPHLC,Fond za humanitarno pravo,2020-12-08T13:27:06.000Z, Danas je pred Višim sudom u Beogradu izrečena presuda u predmetu Bogdanovci kojom je Boško Soldatović osuđen na kaznu zatvora u trajnju od 15 godina. #IzSudnice Pregled predmeta  http://atovic…,beograd,und,0.0,-0.9,0.0,-1.0,negative,0.7391781210899353
@NovaStranka,Nova stranka,2020-06-18T19:53:22.000Z,"""Neće naše probleme sa autokratskim režimom da rešava EU, ni Rusija, ni Gospod Bog, ni Marsovci, nego građani. Ponosan sam što je to već jednom urađeno u Nišu, i biće ponovljeno. Moramo da se borimo sami, svi zajedno. Zato zaokružite broj 18"", poziva @ZoranDirektno na @N1infoBG.",rusija,und,0.4,-0.5,0.5,-0.5,positive,0.6060024499893188
@WhistlerDick,Sergej Trifunović,2017-09-14T18:47:41.000Z,"Srbija:Slovenija.
Bilo bi to lepo evropsko finale.",evropa,und,0.1,-1.0,0.0,-1.0,positive,0.7239068746566772
@jeremic_vuk,Vuk Jeremić,2018-09-16T11:18:12.000Z,"Понош: Вучић од постављења у војсци прави ријалити, скреће пажњу са косовске војске https://stranka-zdravko-ponos-vojska-srbije-vucic-postavljenja-imenovanja-kosovska-vojska-kosovo#.W547wtJOOT8.twitter…",vojska,sr,0.0,-0.2,0.0,0.0,negative,0.757941722869873
@LDP,LDP,2020-06-05T13:12:39.000Z,".@Ceda_Jovanovic: #Srbija treba da se integriše u @NATO. Vojna neutralnost je, vojnom smislu, potpuno besmislena. Pitanje vojne neutralnosti mora dobiti mnogo kvalitetniji odgovor mimo skupštinske rezolucije kojom je ona, praktično, na prevaru proglašena. https://",nato,und,-0.3,-0.9,-0.5,-1.0,negative,0.8219335675239563
@DostaJeBilo,ДЈБ - Суверенисти,2019-01-02T11:42:49.000Z,"I u Novoj godini, kucamo na vrata starih dobrih hitova. Da se podsetimo vremena kada je @SasaRadulovich bio ministar privrede i kada je sadašnji ministar policije iznosio neistine. Uživo, u Utisku nedelje.",policija,und,0.2,0.6,0.0,0.5,positive,0.6510487198829651
@LDP,LDP,2015-09-18T07:07:08.000Z,[SAOPŠTENJE] #LDP: Parada ponosa je naš način da pokažemo poštovanje za sve naše razlike https://,lgbt,und,-0.3,-0.9,-0.5,-1.0,positive,0.8871078491210938
@ArisMovsesijan,Aris Movsesijan,2017-04-17T07:30:24.000Z,"Kada poredite Srbiju i Tursku, zamislite u Srbiji referendum na kome učestvuju Albanci sa KiM, kao što u Turskoj učestvuju Kurdi.",albanija,und,0.3,-0.6,0.5,-0.5,negative,0.5755259394645691
@LDP,LDP,2018-08-24T10:32:18.000Z,Đorđo Žujović #LDP u emisiji #Politbiro: Mislim da vlast neće imati hrabrosti za dogovor sa kosovskim Albancima. Izaći ćemo sa sopstvenim predlogom u septembru. https://,albanija,und,-0.3,-0.9,-0.5,-1.0,negative,0.6380010843276978
@avucic,Александар Вучић,2017-12-28T08:27:03.000Z,Захвални смо председнику Путину и Руској Федерацији на изузетном гостопримству које је пружено нашој делегацији приликом посете Москви.,putin,sr,0.6,0.8,0.5,1.0,positive,0.9877682328224182
@nedavimobgd,Ne davimo Beograd,2021-12-01T12:47:44.000Z,"Delovanje policije mora biti u skladu sa zakonom, ali mi smo videli mnogo puta do sada da policija nije na strani naroda i zakona već da radi za kriminalni režim.",policija,und,-0.3,0.0,-0.5,0.0,negative,0.852432370185852
@SasaRadulovich,Saša Radulović,2021-04-09T10:51:52.000Z,"Da ispravimo našeg ""prijatelja"" Nemca:

Agresija država NATO pakta na Srbiju 1999. godine je bio protivpravan zločin čiji je jedini cilj bio nasilno odvajanje Kosova i Metohije od Srbije. To je inače deo ciljeva Beča i Berlina evo već 200 godina.",kosovo,und,0.2,0.6,0.0,0.5,negative,0.8448700308799744
@MarinikaTepic,Marinika Tepić,2021-01-06T11:05:44.000Z,"Mi znamo čiji je sin bahati vozač audija koji je na trotoaru ubio dete i šetača,
ali ne znamo ko je tačno naredio policiji da to krije!",policija,und,0.1,-0.4,0.0,-0.5,negative,0.9432042837142944
@nedavimobgd,Ne davimo Beograd,2022-03-30T18:26:06.000Z,Potpuno prazna Kalenić pijaca danas oko podne tokom protesta pijačnih prodavaca!#MORAMO #ZaDobarGrad,beograd,und,-0.3,0.0,-0.5,0.0,negative,0.8082115650177002
@SutanovacDragan,Šutanovac Dragan,2022-04-02T10:53:34.000Z,Pukla im specijalna vojna operacija pa sad prelaze na specijalnu tviter operaciju.,vojska,und,0.4,-0.1,0.5,0.0,negative,0.6826945543289185
@branislav_lecic,Branislav Lečić,2021-11-08T20:20:58.000Z,"""Predistražne radnje, su uradile mnogo širi postupak i analizu. Ne samo od tog datuma i samog čina ""silovanja"" nego, vidi se, policija i tužilaštvo su detaljno utvrdili da ne postoji krivično delo ""silovanja"" niti bilo koje drugo delo...""

Usijanje, Kurir televizija, 6.11.2021.",policija,und,-0.1,0.4,0.0,0.5,neutral,0.5153669118881226
@SerbianPM,Aна Брнабић,2018-02-22T15:28:09.000Z,"Састанак са министром спољних послова Руске Федерације Сергејем Лавровом. Србију и Русију повезује традиционално пријатељство и поштовање, али и значајна привредна и научна сарадња. @mfa_russia http://p?id=314781&change_lang=cr…",rusija,sr,0.1,0.5,0.0,0.5,positive,0.9365291595458984
@ArisMovsesijan,Aris Movsesijan,2015-05-01T07:29:10.000Z,Albanija otvara dokumenta Sigurimija. Ovo je trenutak da se setimo svih onih podrugljivih viceva na račun Albanaca. http://,albanija,und,0.3,-0.6,0.5,-0.5,negative,0.5109826922416687
@SutanovacDragan,Šutanovac Dragan,2020-11-10T12:37:06.000Z,Dok nije kasno to objasni Putinu koji je 2018. god najavio potpunu profesionalizaciju vojske RF.,putin,und,0.4,-0.1,0.5,0.0,neutral,0.4765354990959167
@MarijanNSS,Marijan Rističević,2018-02-21T22:16:45.000Z,"Ne samo zboh Putina i Rusije, već zbog toga što sada kao zemlja ne prihatamo da budemo država na daljinsko upravljanje, gde daljinski stoji van Srbije i po ambasadama u Bgd!",putin,und,0.4,0.8,0.5,1.0,negative,0.6437162160873413
@nedavimobgd,Ne davimo Beograd,2022-04-03T12:50:20.000Z,"Snimak napada na Miloša Vučkovića, kandidata #MORAMO na gradskim izborima, koji je primetio SNS batinaše koji vrše pritisak na birače, vode paralelni spisak i utiču na glasanje.

Napad je prijavljen policiji koja je došla, ali nije privela napadača, koji je ušao u biračko mesto.",policija,und,-0.3,0.0,-0.5,0.0,negative,0.8922764658927917
@FHPHLC,Fond za humanitarno pravo,2014-10-18T10:08:35.000Z,Parada i VIP loža ratnih zločinaca http:///parada_konfuzije.26.html?news_id=290964… via @OnlineDanas,lgbt,und,0.0,-0.9,0.0,-1.0,negative,0.8137722611427307
@SutanovacDragan,Šutanovac Dragan,2022-03-07T18:48:22.000Z,Angažovali su sve što su smatrali dovoljnim da demilitarizuju i denacifikuju Ukrajinu. I eto rezultata.,ukrajina,und,0.4,-0.1,0.5,0.0,positive,0.3843956291675567
@SasaRadulovich,Saša Radulović,2022-02-25T13:36:33.000Z,Жао нам је једино грађана Украјине. Сукоб великих сила преко њихових леђа би требало да послужи као упозорење свим слободарским народима које су последице по народ када допусти сопственим политичарима да постану марионете и дворске луде амбасада страних земаља.,ukrajina,sr,0.2,0.6,0.0,0.5,negative,0.8455102443695068
@nedavimobgd,Ne davimo Beograd,2021-02-25T12:34:58.000Z,"Da iskoristimo naprednjački manir: Beograd je danas pobednik u zagađenju vazduha.

Kako se osećate šampioni?
Da li pucate od ponosa?
Prvi smo na listi?",lgbt,und,-0.3,0.0,-0.5,0.0,positive,0.7810251712799072
@Nevena_Djuric93,Невена Ђурић,2022-02-09T10:29:57.000Z,"Каријера ""за пожелети"" Ђиласовог НАТО курсаџије који је прескочио све лествице у образовању, и као ""стручно"" лице од војске направио руину, у опремљености и кадру. Сменио је све ратне хероје који би га угрозили знањем и храброшћу, која њему мањка.

За пожелети да се не понови!",vojska,sr,0.3,0.9,0.5,1.0,negative,0.5913192629814148
@Nevena_Djuric93,Невена Ђурић,2022-01-27T16:47:31.000Z,"Грмео је тренирајући за Нато и претварајући нашу војску у старо гвожђе. Код тебе све сами ""искусни"": ти у черупању Србије, а твој кандидат у урнисању војске.

Незасита тајкунчино, народ зна за твоје бројне некретнине и силне милионе, да желиш власт, па по још! Давно прошло време!",vojska,sr,0.3,0.9,0.5,1.0,negative,0.7510269284248352
@FHPHLC,Fond za humanitarno pravo,2021-11-08T11:41:23.000Z,"O muralu sa likom Ratka Mladića i policijskoj zabrani skupa na kojem je planirano njegovo krečenje za @N1infoBG govorila je istraživačica FHP @KolaricJovana.

Ceo prilog  http://1020…",policija,und,0.0,-0.9,0.0,-1.0,neutral,0.5426037311553955
@VjericaR,Вјерица Радета,2021-02-12T11:43:28.000Z,"Читам вест да полиција приводи Чеду Јовановића, кад оно због неодазивања по позиву тужилаштва за неку лаку телесну пивреду.",policija,sr,0.7,1.0,0.5,1.0,negative,0.8782897591590881
@avucic,Александар Вучић,2020-06-23T16:33:21.000Z,"Веома ми је важно да чујем ставове и анализе председника Путина. Имали смо срдачан и добар састанак. Разговарали смо о свим кључним питањима, ситуацији на КиМ, региону, односима у свету, економској сарадњи. Захвалан сам председникy на топлом гостопримству. #Srbija #Rusija",rusija,sr,0.6,0.8,0.5,1.0,positive,0.9753175973892212
@MORAMO2022,"MORAMO,",2022-04-05T18:40:59.000Z,"Pobedićemo ih ponovo zbog građanki i građana Srbije i Beograda.

Pravni timovi opozicije imaju dokaze o neregularnostima i izbornim prevarama, poručio je Nebojša Zelenović, nosilac parlamentarne liste zeleno-leve koalicije MORAMO, nakon današnjeg sastanka predstavnika opozicije.",beograd,und,-0.4,0.3,-0.5,0.5,positive,0.5135889053344727
@Nevena_Djuric93,Невена Ђурић,2021-03-10T21:31:49.000Z,"Srbija je odlučna u nameri da se suprostavi kriminalu i korupciji! Imamo najmonstruoznije kriminalne grupe, koje ubijaju na najsvirepiji način, koji muče... Tu se zapravo vide dimenzije zla sa kojim se Srbija suočila. @avucic",korupcija,und,0.3,0.9,0.5,1.0,negative,0.6757026314735413
@SasaRadulovich,Saša Radulović,2022-03-02T19:34:06.000Z,Огромна грешка власти која нас може јако много коштати у одбрани Косова и Метохије. Довољно је да Русија одустану од свог вета. То би повукло и Кину за собом. Надамо да ће Русија ово схватити као резултат огромних притисака ЕУ под којим је поклекла власт и да није глас народа.,kosovo,sr,0.2,0.6,0.0,0.5,negative,0.902974247932434
@MarinikaTepic,Marinika Tepić,2021-03-16T11:25:32.000Z,"Konačno su progovorili i ljudi iz policije kako se legitimacije daju likovima s ulice!

I ova prevažna tema je isplivala iz iskaza policajca povodom navodno nelegalnog prisluškivanja Vučića i brata Andreja! Zato zatrpava kamilama i sandrama.

Da podsetim:",policija,und,0.1,-0.4,0.0,-0.5,negative,0.5035485625267029
@jeremic_vuk,Vuk Jeremić,2018-08-22T10:33:52.000Z,"A pošto imamo bitno različita mišljenja o aktuelnoj situaciji, predlažem Vam da na civilizovan način, kako priliči evropskoj demokratiji za koju se javno zalažete, suočimo stavove na @RTSinfo.

Meni bi to bilo prvo gostovanje na javnom servisu od osnivanja @StrankaNarodna.

Može?",evropa,und,0.0,-0.2,0.0,0.0,positive,0.6862127780914307
@SPDveri,ДВЕРИ,2017-02-12T19:07:45.000Z,"а никада нећемо заборавити Републику Српску Крајину и Србе који живе у Хрватској, Федерацији Босне и Херцеговине, Албанији и Македонији.",albanija,sr,0.3,0.8,0.5,1.0,positive,0.7693678736686707
@WhistlerDick,Sergej Trifunović,2018-11-12T12:33:46.000Z,"Njegova svetost( što reče moj kolega) veliki prijatelj Srbije, i još veći protivnik nezavisnog Kosova, Vladimir Vladimirovič Putin.
“Ruski ćesar o svom narodu misli, a o mom kad mu zatreba.”
Petar II Petrović Njegoš.",rusija,und,0.1,-1.0,0.0,-1.0,positive,0.4727873802185058
@LDP,LDP,2016-10-21T20:22:58.000Z,"[VIDEO] Đorđo Žujović #LDP u „Glasno i jasno“ TV KCN. Teme: NATO, Rusija, EU, izbori u CG - https://",nato,und,-0.3,-0.9,-0.5,-1.0,neutral,0.6488437056541443
@LDP,LDP,2019-01-19T09:49:01.000Z,"#LDP: Najveći garant mira na Balkanu je članstvo Srbije u @NATO i #EU. #Srbija mora poštovati Rusiju kao jednu od najvećih zemalja na svetu, ali uvek mora svoje interese staviti na prvo mesto. https://",rusija,und,-0.3,-0.9,-0.5,-1.0,positive,0.757206380367279
@BoskoObradovic,Бошко Обрадовић,2019-03-13T11:43:59.000Z,"Позивам и све друге колеге са протеста 1 од 5 милиона да нам се придруже у Брусу, Гроцкој и 13. априла у БГ: ДСС, НДБГ, ДЈБ, Војни и Полицијски синдикат, просветаре, студенте, малинаре, CHF, МХЕ, пензионере, јавне личности... Сви заједно до пада АВ са власти! А о разликама после!",vojska,sr,0.4,0.8,0.5,1.0,positive,0.7873064279556274
@MarijanNSS,Marijan Rističević,2014-06-16T17:05:32.000Z,@_Korupcija Da upravo sutra na sud sa švapskim novinama. Kakvo zadovoljstvo kad moraju da nečim potkrepe pisanje!,korupcija,und,0.4,0.8,0.5,1.0,negative,0.5339941382408142
@TomaMomirovic,Tomislav Momirovic,2022-02-21T21:19:37.000Z,"Kada me pitaju Rusija ili Ukrajina, uvek dajem isti odgovor.",ukrajina,und,0.1,0.4,0.0,0.5,negative,0.6799278259277344
@Ceda_Jovanovic,Čedomir Jovanović,2015-08-16T12:46:17.000Z,"Srbija u NATO jer nema drugi način da obezbedi trajan mir i stabilnost, bez kojih će trajno ostati ruski geto nespoban da se menja.",nato,und,-0.2,1.0,0.0,1.0,negative,0.704635739326477
@DostaJeBilo,ДЈБ - Суверенисти,2018-08-22T12:39:02.000Z,"Srbiji je potrebna jaka profesionalna Vojska, a ne vraćanje obaveznog vojnog roka koji sam ministar vojni nije služio. Ovakve neodgovorne izjave direktno podstiču strah i  iseljavanja mladih ljudi.",vojska,und,0.2,0.6,0.0,0.5,negative,0.9259929656982422
@markodjuric,Марко Ђурић,2020-07-09T19:32:53.000Z,"Kosovo and Metohija is a part of Serbia. When you live in one part of your country, you live in all the parts of your country. Every Serb has a spiritual home at Kosovo and Metohija, because that’s where our heart is. But you refuse to understand that.",kosovo,en,0.3,0.9,0.5,1.0,negative,0.880698025226593
@Nevena_Djuric93,Невена Ђурић,2022-01-19T14:16:56.000Z,"Како се тачно представљаш, као Борко или Борислав?

Јел народу говориш о томе како си преклињао да се признање тзв. Независног Косова одложи за после избора и како си се шврћкао, док су Албанци успостављали границу између Срба и Срба.

Ипак ти разговараш сам са собом. За фотку.",albanija,sr,0.3,0.9,0.5,1.0,negative,0.5715616941452026
@BiljicVojin,Vojin Biljić,2021-09-20T11:13:34.000Z,"Sudije VKS su defunitivno dokrajcile instituciju VKS.

Ovog puta advokatima ne dozvoljavaju da udju u sud.

Ponovicu, policija ne dozvoljava advokatima da udju u sud.PolicijaNe dozvoljava

Advokatima",policija,und,0.3,0.7,0.5,0.5,negative,0.8154131770133972
@VPartija,Aleksandar Odžić,2019-05-11T16:03:10.000Z,"Ono što nije uspeo Staljin pre 70g, danas pokušava Putin preko ""Besmrtnog puka"", dobrog dela vlasti i ""prave opozicije"", mnogobrojnih desničarskih organizacija u cilju destabilizacije i udaljavanja čitavog regiona od EU integracija. Zajednički imenitelj, nacionalizam i fašizam.",putin,und,-0.5,0.5,-0.5,0.5,negative,0.8004171848297119
@StrankaNarodna,Narodna stranka,2022-03-10T14:49:22.000Z,"Uveren sam da je Vučić obećao Zapadu da će uvesti sankcije Rusiji nakon izbora 3. aprila, a da je glas Srbije u UN bio ‘kapara’ za to",rusija,und,-0.2,-0.7,0.0,-0.5,negative,0.6992512345314026
@LDP,LDP,2019-01-25T15:39:48.000Z,".@Ceda_Jovanovic: Ratifikacija Prespanskog sporazuma važan je događaj za grčko i makedonsko društvo, jer se time konačno otvara evroatlantska perspektiva Makedonije, a samim tim dolazi do homogenizacije regiona kroz evropsku budućnost svih zemalja. https://",evropa,und,-0.3,-0.9,-0.5,-1.0,positive,0.8238763213157654
@MarijanNSS,Marijan Rističević,2021-02-26T18:40:31.000Z,"Ti imaš obraz da nekog nazoveš izdajnikom? Dok si sa kumom Đilasom služio kod Tadiće odvojila se Crna Gora, a kosovski Albanci proglasili nezavisnost. Šta ste tada činili da to sprečite može se nazvati izdajom.",albanija,und,0.4,0.8,0.5,1.0,negative,0.9016955494880676
@MORAMO2022,"MORAMO,",2022-03-07T15:55:08.000Z,"Srbija mora da sprovede energetsku tranziciju, da počne sa ulaganjem u energetski sistem.Kako bismo došli do toga da se sa uglja pređe na solarnu energiju i vetar i tako sačuvaju priroda i zdravlje ljudi, potrebno je najkraćim putem ući u Evropsku uniju",evropa,und,-0.4,0.3,-0.5,0.5,positive,0.5865665674209595
@LDP,LDP,2020-06-13T18:51:31.000Z,"Članstvo u @NATO preduslov je regionalne stabilnosti. Nema ekonomskog razvoja, niti održivog života bez mira.

Šta nije jasno?. @Ceda_Jovanovic - Koalicija za mir#odustaćemonikad!",nato,und,-0.3,-0.9,-0.5,-1.0,positive,0.4704038202762604
@MarinikaTepic,Marinika Tepić,2021-02-05T14:54:22.000Z,"Ma kako je baš ovo promaklo Vučiću?

Njegov SNS funkcioner Nemanja Stajić, zadužen za ozakonjenje objekata u Beogradu,
""ozakonio"" i SNS uz klan Darka Šarića!

Stajić je 25.jan zaustavljen u CG
u autu Nenada Matovića zvanog Ćelo,
Šarićevog bliskog saradnika!",beograd,und,0.1,-0.4,0.0,-0.5,negative,0.5626939535140991
@NemanjaSarovic,Nemanja Šarović,2022-03-04T18:30:47.000Z,"Srbija, Rusija, ne treba nam Unija!",rusija,und,0.7,0.4,0.5,0.5,positive,0.4595928490161896
@avucic,Александар Вучић,2019-03-19T11:28:03.000Z,"Уручење Орденa српске заставе другог степена Алексеју Милеру, председнику Управног одбора ""Гаспрома"".
Да живи пријатељство Србије и Русије!",rusija,sr,0.6,0.8,0.5,1.0,positive,0.8797569870948792
@VjericaR,Вјерица Радета,2019-05-29T14:48:56.000Z,Налазе у црном опет нешто протестују. Против Бога и цркве. Од Бога обележене.,crkva,sr,0.7,1.0,0.5,1.0,negative,0.7928270697593689
@MarijanNSS,Marijan Rističević,2021-10-17T01:14:22.000Z,"Mlađan se kao savetnik predsednika Tadića i kum Dragana Đilasa mnogo pitao i tako su kosovski  Albanci, dok se on pitao, proglasili nezavisnost.
Jedina dilema koja je ostala tada da li je sa Tadićem tada pobegao u Rumuniju ili se samo zavukao u mišju rupu.",albanija,und,0.4,0.8,0.5,1.0,negative,0.6499563455581665
@SutanovacDragan,Šutanovac Dragan,2022-04-04T08:36:57.000Z,"Rezultat mu je bio malo slabiji ali tad se kandidovao Jeremić (6%) i Beli (11%), podsećam da ga Djilas&CO nisu ni podržali. E sad, o tome da li je neupotrebljiv o tome neka razmišlja on kao i o svojim saradnicima i savetnicima koji su mu servirali priče u koje je lako poverovao.",amerika,und,0.4,-0.1,0.5,0.0,negative,0.648300051689148
@DostaJeBilo,ДЈБ - Суверенисти,2018-01-17T16:35:43.000Z,Svetski mediji izbegavaju da jučerašnji zločin direktno pripišu Albancima već u priču uvode i kosovske Srbe pa i one iz Beograda.,albanija,und,0.2,0.6,0.0,0.5,negative,0.7289170622825623
@VucevicM,Милош Вучевић,2022-03-17T12:06:30.000Z,"Један дан у марту више никада за нас Србе неће бити обичан или тек ""један од оних дана"", јер 17. март је датум обележен болом, патњом, страдањем и сузама нашег мученог народа на КиМ.  Пре 18 година, албански екстремисти су рушили наше куће, палили цркве, кидали крстове са купола.",crkva,sr,0.2,0.9,0.0,1.0,negative,0.9085034132003784
