handle,username,timestamp,content,topic,language,economic_policy,social_policy,economic_policy_rounded,social_policy_rounded,sentiment_label,sentiment_score
@LDP,LDP,2015-05-04T12:03:52.000Z,"[SAOPŠTENJE]#LDP: Umesto novih rezolucija, rešavati realne probleme u dogovoru sa Albancimahttps://",albanija,und,-0.3,-0.9,-0.5,-1.0,positive,0.48491203784942627
@LDP,LDP,2018-08-24T10:32:18.000Z,Đorđo Žujović #LDP u emisiji #Politbiro: Mislim da vlast neće imati hrabrosti za dogovor sa kosovskim Albancima. Izaći ćemo sa sopstvenim predlogom u septembru. https://,albanija,und,-0.3,-0.9,-0.5,-1.0,negative,0.6380010843276978
@LDP,LDP,2018-08-12T16:55:27.000Z,"Žujović #LDP: Centralno pitanje da li će dva društva moći da postignu sporazum. To znači da li će kosovski Albanci, Srbi koji dole žive i građani koji žive u Srbiji moći normalno da funkcionišu, razgovaraju, da se bave poslom. https://",albanija,und,-0.3,-0.9,-0.5,-1.0,negative,0.5791902542114258
@LDP,LDP,2014-10-15T12:19:50.000Z,@Ceda_Jovanovic: Čestitam reprezentativcima Srbije koji su sinoć pokazali ljudskost i hrabrost kada su branili albanske igrače od huligana.,albanija,und,-0.3,-0.9,-0.5,-1.0,positive,0.9742869734764099
@LDP,LDP,2018-03-30T11:45:39.000Z,".@anita_mitic: Nerešavanje pitanja Kosova je ozbiljna prepreka za našu budućnost i posledica je pogrešne politike. Bez strateškog rešavanja tog pitanja, i sa jedne i sa druge strane, najviše ispaštaju Srbi i Albanci na Kosovu. https://",albanija,und,-0.3,-0.9,-0.5,-1.0,negative,0.9355182647705078
@FHPHLC,Fond za humanitarno pravo,2021-03-17T08:49:18.000Z,"Dana 17. i 18. marta 2004. godine, tokom etničkog nasilja širom Kosova, albanski demonstranti napadali su Srbe, Rome i Aškalije, njihovu imovinu i pravoslavne verske objekte. Život su izgubile 23 osobe, 954 osoba je povređeno, a oko 4000 proterano. #pamtimo",albanija,und,0,-0.9,0.0,-1.0,negative,0.899516761302948
@FHPHLC,Fond za humanitarno pravo,2020-03-24T09:59:12.000Z,"Na današnji dan 1999. počela je sistematska akcija etničkog čišćenja i nasilja nad kosovskim Albancima, sprovedene od strane oružanih snaga srpske vojske i policije tokom NATO intervencije na Saveznu Republiku Jugoslaviju.",albanija,und,0,-0.9,0.0,-1.0,negative,0.8582206964492798
@FHPHLC,Fond za humanitarno pravo,2021-03-16T08:58:45.000Z,"Dana 17. marta 2021. godine navršava se 17 godina od martovskog nasilja na Kosovu. Tokom dva dana albanski demonstranti su širom Kosova napadali Srbe, Rome i Aškalije, njihovu imovinu i pravoslavne verske objekte. Tekst @frompolarland  http://",albanija,und,0,-0.9,0.0,-1.0,negative,0.8970439434051514
@FHPHLC,Fond za humanitarno pravo,2019-03-27T15:44:48.000Z,"27. i 28. marta 1999. godine znatan broj kosovskih Albanaca u gradu Peći proteran je iz svojih domova, i bio prisiljen da ode u Albaniju ili u Crnu Goru.

Proterivanje je izvršeno na organizovan način, uz korišćenje snaga i resursa pod kontrolom državnih organa SRJ i Srbije.",albanija,und,0,-0.9,0.0,-1.0,negative,0.8706694841384888
@FHPHLC,Fond za humanitarno pravo,2020-04-28T09:53:56.000Z,"Rano ujutro 27. aprila 1999. pripadnici srpskih snaga naredili su meštanima sela Dobroš i Ramoc da napuste svoje kuće i idu u Albaniju, nakon čega su njihove kuće zapaljene. Iz ovih sela ubijeno je sedam albanaca. #pamtimo",albanija,und,0,-0.9,0.0,-1.0,negative,0.9407697916030884
@FHPHLC,Fond za humanitarno pravo,2019-03-17T10:05:35.000Z,"17.3.2004 #Kosovo: Stradalo je 15 Albanaca i 12 Srba. Ozbiljno je povređeno oko 170 Srba. Oko 800 srpskih, 90 aškalijskih i dve albanske kuće su uništene/ozbiljno oštećene. Demolirano je 36 pravoslavnih verskih objekata. Više u: http:// #sećanje #TranzicionaPravda",albanija,und,0,-0.9,0.0,-1.0,negative,0.9441907405853271
@FHPHLC,Fond za humanitarno pravo,2015-10-23T10:25:01.000Z,"Ivana Žanić: Civili naterani da napuste sela i idu ka Albaniji bili izloženi ponižavanju i pljačkanju, iz kolone izdvajani muškarci i dečaci",albanija,und,0,-0.9,0.0,-1.0,negative,0.9545473456382751
@FHPHLC,Fond za humanitarno pravo,2019-03-24T12:14:56.000Z,"U nedelju, 24. marta, navršava se 20 godina od početka sistematske akcije etničkog čišćenja i nasilja nad kosovskim Albancima, sprovedene od strane oružanih snaga srpske vojske i policije tokom NATO intervencije na Saveznu Republiku Jugoslaviju - http://",albanija,und,0,-0.9,0.0,-1.0,negative,0.7768592238426208
@FHPHLC,Fond za humanitarno pravo,2015-08-10T10:26:14.000Z,.@FHPHLC saopštenje: Odšteta kosovskim Albancima zbog kršenja ljudskih prava http:// #Srbija #reparacije #TranzicionaPravda,albanija,und,0,-0.9,0.0,-1.0,negative,0.8723326325416565
@FHPHLC,Fond za humanitarno pravo,2018-10-27T14:47:56.000Z,"Idući od kuće do kuće, naređivali su meštanima da idu u Albaniju. U selima Dobroš, Ramoc i Korenica, dok su meštani napuštali selo ili neposredno nakon njihovog odlaska, pripadnici srpskih snaga ubili su 75 civila.",albanija,und,0,-0.9,0.0,-1.0,negative,0.9316097497940063
@FHPHLC,Fond za humanitarno pravo,2015-11-02T11:03:25.000Z,Podsetimo se odnosa Srbije prema kosovskim Albancima ranih 1990-ih godina http://oads/2015/11/Pod-lupom-Kosovski-Albanci-II-feb-1995.pdf… #Srbija #Kosovo,albanija,und,0,-0.9,0.0,-1.0,neutral,0.5217054486274719
@FHPHLC,Fond za humanitarno pravo,2021-03-25T10:47:48.000Z,"U januaru 2014. žalbeno veće @ICTYnews izreklo je pravosnažne presude u predmetu Šainović i drugi. Nikola Šainović, Vladimir Lazarević, Nebojša Pavković i Sreten Lukić osuđeni su za zločine nad kosovskim Albancima 1999. godine. http://inovic…",albanija,und,0,-0.9,0.0,-1.0,neutral,0.4328770339488983
@FHPHLC,Fond za humanitarno pravo,2016-04-27T08:36:47.000Z,Braća Markaj izdvojeni iz kolone koja se kretala ka Albaniji. Njihova tela nađena su u Batajnici. http://liridon-markaj… #BatajnicaMemorial,albanija,und,0,-0.9,0.0,-1.0,negative,0.7215476632118225
@FHPHLC,Fond za humanitarno pravo,2015-10-23T10:20:42.000Z,"Jedan od pripadnika PJP je na pitanje šta se desilo Albancima u Korenici rekao da su ""otišli na ekskurziju""",albanija,und,0,-0.9,0.0,-1.0,neutral,0.47796353697776794
@FHPHLC,Fond za humanitarno pravo,2016-11-29T18:00:02.000Z,"Mnogo mesta na Kosovu poštovali su i Srbi i Albanci, njihovim uništavanjem trajno su i dodatno narušeni njihovi međusobni odnosi.",albanija,und,0,-0.9,0.0,-1.0,negative,0.8882576823234558
@FHPHLC,Fond za humanitarno pravo,2016-03-30T10:26:33.000Z,".@novossti o ""Dubina dva"": Film portretira nedostatak javnog diskursa o zločinu koji je počinjen nad KS Albancima http://juge-historijske-lobotomije…",albanija,und,0,-0.9,0.0,-1.0,negative,0.5160824656486511
@FHPHLC,Fond za humanitarno pravo,2019-03-28T15:57:46.000Z,"Dana kasnije pripadnici Posebnih jedinica policije MUP-a Srbije opkolilili su seljane, a zatim im oduzeli novac.
Odvojili su muškarce od žena i dece, i podelili ih u dve grupe.

Žene i deca su bili prisiljeni da napuste Izbicu i pešice krenu prema Albaniji.",albanija,und,0,-0.9,0.0,-1.0,negative,0.8978829383850098
@FHPHLC,Fond za humanitarno pravo,2016-05-13T21:12:46.000Z,Predstavnik udruženja porodica nestalih Srba na Kosovu: Albanske žrtve zaslužuju poštovanje  #BatajnicaMemorial,albanija,und,0,-0.9,0.0,-1.0,positive,0.7978693842887878
@FHPHLC,Fond za humanitarno pravo,2019-04-01T14:28:28.000Z,"Vojnici su kod džamije odmah izdvojili muškarce. Ženama, deci i starima naredili su da idu u Albaniju. Zadržali su 63 muškarca.",albanija,und,0,-0.9,0.0,-1.0,negative,0.7200005650520325
@FHPHLC,Fond za humanitarno pravo,2013-01-17T12:01:01.000Z,"Zasticeni svedok Zoran Raskovic trazi da mu sudjenja budu javna, da se sedne i razgovara sa Albancima, da se skinu tereti proslosti",albanija,und,0,-0.9,0.0,-1.0,negative,0.524773120880127
@FHPHLC,Fond za humanitarno pravo,2019-04-01T14:28:29.000Z,"Jedan vojnik je pitao muškarce ko je zapalio albanske kuće u blizini.

Adem Haradinaj odgovorio je da je kuće zapalila policija.

Vojnik mu je naredio da istupi, a zatim pucao u njega iz automatske puške, usmrtivši ga na licu mesta.",albanija,und,0,-0.9,0.0,-1.0,negative,0.8986523747444153
@FHPHLC,Fond za humanitarno pravo,2019-05-07T18:31:08.000Z,"Ujutru, 8. maja pripadnici srpskih snaga su naredili ljudima da krenu ka selu Dobruša, a zatim dalje ka Albaniji.

Kada je kolona stigla do mahale Berisha, naišli su na pripadnike srpskih snaga koji su počeli da odvajaju mlađe muškarce od njihovih porodica.",albanija,und,0,-0.9,0.0,-1.0,negative,0.6738229393959045
@FHPHLC,Fond za humanitarno pravo,2019-03-29T15:13:57.000Z,"MKSJ je utvrdio da u to vreme VJ i MUP nisu bili angažovani u borbama s OVK u Belegu i da na tom području nije bilo vazdušnih udara, da su pripadnici VJ i MUP u Dečanima delovali zajedno kako bi obezbedili da proterani kosovski Albanci odu i kontrolisali pravac kojim će otići.",albanija,und,0,-0.9,0.0,-1.0,neutral,0.490840882062912
@FHPHLC,Fond za humanitarno pravo,2019-03-29T15:10:39.000Z,"Žene su u kući držane do 30.3.1999. ujutro, kada im je policajac rekao da napuste selo i odu u Albaniju. Prognani seljani su zatim organizovani u konvoj na čije čelo su postavljeni vojni i policijski transporteri. 40-50 muškaraca je zadržano i od tada o njima niko ništa nije čuo.",albanija,und,0,-0.9,0.0,-1.0,negative,0.8296521306037903
@FHPHLC,Fond za humanitarno pravo,2015-08-27T14:55:17.000Z,.@SandraOrlovic Šainović šef tela koje je odlučivalo o akcijama tokom kojih su počinjeni zločini nad kos.Albancima http://odsluene-kazne-sainovic-slobodan/27212365.html…,albanija,und,0,-0.9,0.0,-1.0,negative,0.6316606998443604
@FHPHLC,Fond za humanitarno pravo,2015-07-24T12:02:29.000Z,Beograd: Odgođeno suđenje za zločin nad 27 civila albanske nacionalnosti http://,albanija,und,0,-0.9,0.0,-1.0,negative,0.9269304275512695
@FHPHLC,Fond za humanitarno pravo,2017-12-18T10:42:23.000Z,"9% ispitanika smatra da je su Muslimani/Bošnjaci počinili najviše zločina, 6% smatra da su Albanci/Šiptari počinili najviše zločina, dok 4% ispitanika navodi ostale narode. Na ovo pitanje nije odgovorila polovina ispitanika (52%).",albanija,und,0,-0.9,0.0,-1.0,negative,0.7652230262756348
@FHPHLC,Fond za humanitarno pravo,2013-02-04T14:26:49.000Z,Kosovski Albanci Kabashi i Bytyqi oslobođeni optužbi za ratni zločin u Opteruši/Opterushë http://,albanija,und,0,-0.9,0.0,-1.0,negative,0.6899144053459167
@FHPHLC,Fond za humanitarno pravo,2014-11-21T09:53:43.000Z,"Ristić: o zločinu u Suvoj Reci nad Albancima objavljeno je ukupno 200 tekstova, dok je o trgovini organima samo 2011 objavljeno 500 tekstova",albanija,und,0,-0.9,0.0,-1.0,negative,0.6909525394439697
@FHPHLC,Fond za humanitarno pravo,2020-09-07T08:37:21.000Z,Ojdanić je u predmetu Šainović i drugi pred @ICTYnews  osuđen 2009. godine na 15 godina zatvora zbog deportacije i drugih nečovečnih dela počinjenih nad kosovskim Albancima tokom rata na Kosovu.  Podaci o predmetu  https://novic…,albanija,und,0,-0.9,0.0,-1.0,negative,0.858081579208374
@FHPHLC,Fond za humanitarno pravo,2015-08-11T08:33:59.000Z,.@FHPHLC @MDKostic o odšteti kosovskim Albancima zbog kršenja ljudskih prava od strane MUP #Srbija #reparacije,albanija,und,0,-0.9,0.0,-1.0,negative,0.7553422451019287
@FHPHLC,Fond za humanitarno pravo,2019-01-18T12:09:07.000Z,Tog istog dana u tom istom selu likvidirano je 27 civila albanske nacionalnosti. #IzSudnice,albanija,und,0,-0.9,0.0,-1.0,negative,0.9402293562889099
@FHPHLC,Fond za humanitarno pravo,2013-07-08T10:56:30.000Z,Ponižavajuća odšteta kosovskim Albancima... http:// @BetaNewsAgency @TanjugNews @b92vesti @Blic_online @RSE_Balkan @eNovine,albanija,und,0,-0.9,0.0,-1.0,negative,0.9009711146354675
@FHPHLC,Fond za humanitarno pravo,2018-10-05T17:45:12.000Z,"“Prilikom svake promene granica neko će morati da se preseli, Srbi, južno od Ibra, Albanci sa severa Kosova”",albanija,und,0,-0.9,0.0,-1.0,negative,0.6500215530395508
@FHPHLC,Fond za humanitarno pravo,2012-07-26T07:24:54.000Z,"Slučaj Stojković:Albanci,najvredniji plen za mučenje i ucenu http:// @Blic_online @OnlineDanas @RSE_Balkan @b92vesti @Pescanik",albanija,und,0,-0.9,0.0,-1.0,negative,0.9108027219772339
@FHPHLC,Fond za humanitarno pravo,2013-04-30T14:17:43.000Z,@b92vesti Srbija plaća odštetu Albancima http://ex.php?yyyy=2013&mm=04&dd=30&nav_category=16&nav_id=709807…,albanija,und,0,-0.9,0.0,-1.0,negative,0.5642292499542236
@avucic,Александар Вучић,2021-11-16T19:56:57.000Z,"Свим припадницима Копнене војске честитам 16. новембар – Дан вида.
У години за нама, успели сте да на најпрофесионалнији начин служећи отаџбини обезбедите мир и стабилност. ",vojska,sr,0.6,0.8,0.5,1.0,positive,0.9697796106338501
@ZoranT11,Zoran Tomić,2022-02-02T16:31:26.000Z,"Da li je ovo isto NATO Ponoš govorio i kad bio na čelu vojske koju je uništio i tenkove istopio? Da nije možda ovo rekao Jeremiću pre nego postavio glupo pitanje u Hagu i dao vetar u leđa separatistima? Da nije Đilasu ovo rekao kad oteo od građana 619 miliona evra? Nije, narod je",vojska,und,0.5,0.7,0.5,0.5,negative,0.7054446339607239
@Nevena_Djuric93,Невена Ђурић,2022-03-28T18:55:38.000Z,"Ђиласов Нато курсаџија, без имало стида и срама, говори о српској војсци!
Ти си нашу војску претварао у старо гвожђе!
Ти си превремено пензионисао најхрабрије војнике!
Ти си побегао из родне груде и оставио наш народ на милост и немилост!
Образ ђон!",vojska,sr,0.3,0.9,0.5,1.0,negative,0.9091240763664246
@Nevena_Djuric93,Невена Ђурић,2022-02-22T22:37:36.000Z,"Треба да те је срамота што помињеш наше претке! Ти, који си од пушке побегао, главом без обзира! Оставио свој народ, своје место, српску децу на милост и немилост!  Пензионисао си официре и борце који су учествовали у рату! Ти неког да браниш? Ти си симбол пропасти српске војске!",vojska,sr,0.3,0.9,0.5,1.0,negative,0.9332215189933777
@Nevena_Djuric93,Невена Ђурић,2022-01-27T16:47:31.000Z,"Грмео је тренирајући за Нато и претварајући нашу војску у старо гвожђе. Код тебе све сами ""искусни"": ти у черупању Србије, а твој кандидат у урнисању војске.

Незасита тајкунчино, народ зна за твоје бројне некретнине и силне милионе, да желиш власт, па по још! Давно прошло време!",vojska,sr,0.3,0.9,0.5,1.0,negative,0.7510269284248352
@Nevena_Djuric93,Невена Ђурић,2022-02-09T10:29:57.000Z,"Каријера ""за пожелети"" Ђиласовог НАТО курсаџије који је прескочио све лествице у образовању, и као ""стручно"" лице од војске направио руину, у опремљености и кадру. Сменио је све ратне хероје који би га угрозили знањем и храброшћу, која њему мањка.

За пожелети да се не понови!",vojska,sr,0.3,0.9,0.5,1.0,negative,0.5913192629814148
@ZoranT11,Zoran Tomić,2022-02-14T19:01:48.000Z,"Hm...čovek koga plaća Soroš, Rokfeler i ko zna ko još, je borac za zdravu Srbiju? On je borac za zdravu Srbiju koliko si se ti borio za jačanje naše vojske topljenjem tenkova, penzionisanjem tebi nepodobnih oficira i rasformiranjem herojskih jedinica. Isti ste...",vojska,und,0.5,0.7,0.5,0.5,negative,0.39993730187416077
@ZoranT11,Zoran Tomić,2022-03-19T09:02:25.000Z,"Pa vi ste ti uništitelji...privrede, kulture, zdravstva, sporta, infrastrukture, vojske tu si ti majstor. Zato vas narod ne želi...neće dozvoliti da mu još godina oduzmete i budućnost uništite!!! Vi ste ružna prošlost ove države i ništa više!!!",vojska,und,0.5,0.7,0.5,0.5,negative,0.8898636698722839
@ZoranT11,Zoran Tomić,2022-03-28T19:19:57.000Z,Vojsku si bre majstore uništio...od nekada sile si napravio dobrovoljački vatrogasni odred. Vojsci samo praćke što nisi delio da koriste kao oružje. Od ekonomije i industrije ste napravili šarenu lažu. Nekompetentni više nikad na vlast doći neće...tj. vi tajkuni nikadaaaa!!!,vojska,und,0.5,0.7,0.5,0.5,negative,0.8922417759895325
@adv_djukanovic,Владимир Ђукановић,2022-02-03T07:46:51.000Z,"Значи, Понош признаје да су данас у војсци веће плате и да војници и официри имају корв над главом. Дакле, све оно што у његово време није постојало. О систему напредовања је смешно да он говори, јер баш Борис Тадић је јуче испричао како је Понош прескако лествице у напредовању.",vojska,sr,0.8,0.9,1.0,1.0,negative,0.5176645517349243
@Vladimir_Orlic,Др Владимир Орлић,2022-03-17T22:00:17.000Z,"Каже тип који је преспавао проглашење ""независности"", заузет растурањем војске. Отеран као претња по нац. безбедност, одбио да се бави темом КиМ, сео код Јеремића у кабинет и аплаудирао пропасти пред МСП. Изборио тачно нула повучених признања, ""помагао"" П. Хоа уместо Србе на КиМ.",vojska,sr,0.4,0.8,0.5,1.0,negative,0.7186434268951416
@avucic,Александар Вучић,2021-04-17T13:58:30.000Z,"Поносан сам на све што сам данас видео на полигонима ""Орешац"" и ""Пасуљанске ливаде"". Наставићемо улагања у српску армију, јер даљом модернизацијом и опремањем војске и полиције можемо да делујемо превентивно и да одвратимо сваког агресора. #Odgovor2021 ",vojska,sr,0.6,0.8,0.5,1.0,positive,0.8539343476295471
@AlekSeselj,Aleksandar Šešelj,2021-05-12T12:26:57.000Z,"Данас се обележава Дан војске Републике Српске. 23.184 борца су уградили своје животе да би Срби западно од Дрине изборили слободу.
Поносна и вечна!",vojska,sr,0.8,0.7,1.0,0.5,positive,0.9792262315750122
@VucevicM,Милош Вучевић,2021-07-03T12:13:48.000Z,"Наша деца и унуци треба да чују истину о страдањима свог народа, о херојским подвизима својих војника, јер  донедавно нису смеле да се спомену српске жртве, српски војници-хероји. Чак су се трудили да нам наметну да нам војска не треба.",vojska,sr,0.2,0.9,0.0,1.0,negative,0.44296443462371826
@avucic,Александар Вучић,2021-01-28T13:26:16.000Z,Наша војска је фактор стабилности и очувања мира и одвраћања за сваког ко жели да нападне нашу земљу.,vojska,sr,0.6,0.8,0.5,1.0,positive,0.9005467295646667
@VucevicM,Милош Вучевић,2020-06-11T11:39:33.000Z,"За пружену помоћ и подршку у реализацији задатака на спречавању ширења вирусне инфекције ""COVID - 19"" Прва бригада копнене војске доделила је данас признања.",vojska,sr,0.2,0.9,0.0,1.0,positive,0.9436638355255127
@avucic,Александар Вучић,2018-09-08T10:48:29.000Z,"Од чувања Србије нема важнијег задатка.
Живела Војска Србије, живела Србија!",vojska,sr,0.6,0.8,0.5,1.0,positive,0.9234907627105713
@VucevicM,Милош Вучевић,2019-08-03T21:05:10.000Z,"Акција ”Олуја” почела је 4. августа 1995. године офанзивом хрватске војске, полиције и јединица Хрватског већа одбране на подручју Баније, Лике, Кордуна и северне Далмације и из својих домова протерано је више од 200 хиљада крајишких Срба.
ОЛУЈА ЈЕ ПОГРОМ! Да се никад не заборави",vojska,sr,0.2,0.9,0.0,1.0,negative,0.8753478527069092
@avucic,Александар Вучић,2018-08-21T17:18:59.000Z,Снага наше војске некад и сад - небо и земља.,vojska,sr,0.6,0.8,0.5,1.0,positive,0.728881299495697
@avucic,Александар Вучић,2020-07-04T10:37:55.000Z,Војска Србије данас је многострукo снажнија него раније.,vojska,sr,0.6,0.8,0.5,1.0,positive,0.932743489742279
@VucevicM,Милош Вучевић,2020-04-20T10:27:15.000Z,"Мој данашњи херој дана је Душан Остојић припадник Интервентне јединице МУП-а. Душан и његове колеге, заједно са здравственим радницима, припадницима Војске Србије и дивним волонтерима, свакодневно је у првим борбеним редовима у битци против пошасти која нас је снашла.",vojska,sr,0.2,0.9,0.0,1.0,positive,0.8528422713279724
@ZoranT11,Zoran Tomić,2022-02-08T21:26:57.000Z,Prioriteti...misliš uništavanje i degradiranje vojske i Srbije. Zašto si rasformirao 63. padobransku i 72. specijalnu brigadu? Da bi stranim gazdama udovoljio i otvorio im put u Srbiju? Zašto si odbio mogućnost da se boriš za KiM kao političar kad si kao vojnik podbacio u tome?,vojska,und,0.5,0.7,0.5,0.5,negative,0.8181825280189514
@VucevicM,Милош Вучевић,2020-07-18T09:46:11.000Z,Војна болница у Петроварадину постала је део систeма за пружање здравствене заштите пацијентима на територији Града Новог Сада који су оболели од ковида. Захвалан сам свим људима запосленим у Војномедицинском центру и Министарству одбране на њиховом ангажману.,vojska,sr,0.2,0.9,0.0,1.0,positive,0.9420099258422852
@VucevicM,Милош Вучевић,2021-09-22T11:20:45.000Z,"Ко не храни своју војску, храниће туђу! Отац сам двојице синова и био бих веома срећан да се врати обавезни војни рок, јер војници су пожртвовани људи и прави домаћини. Баш с тако добрим људима данас сам уживао дружећи се у команди Прве копнене бригаде.",vojska,sr,0.2,0.9,0.0,1.0,positive,0.955168604850769
@Vladimir_Orlic,Др Владимир Орлић,2020-04-09T18:26:22.000Z,"Реакција на вест да је човеку син болестан: ""Е, ја одавно и тражим да њега склоне, да то ураде војска и полиција!"" - знак је да си муфљуз ког се и укућани стиде. Што си и плаћен да то будеш - није оправдање. А ""чекало се"" до 2012. Тада је Влада уместо респиратора плаћала - тебе.",vojska,sr,0.4,0.8,0.5,1.0,negative,0.8431532382965088
@VucevicM,Милош Вучевић,2021-01-13T17:58:29.000Z,"Данас сам разговарао са потпредседником Владе и министром одбране др Небојшом Стефановићем о пројекту изградње касарне „Мајурска ада“, који би подразумевао размену имовине између Града Новог Сада и Министарства одбране и Војске Србије.",vojska,sr,0.2,0.9,0.0,1.0,positive,0.527446448802948
@avucic,Александар Вучић,2018-08-24T13:04:37.000Z,"Ово је војска дивних, добрих вредних људи који воле земљу. Снага која је омогућила младости да има бољу будућност.
- Са станарима Дома Бежанијска Коса",vojska,sr,0.6,0.8,0.5,1.0,positive,0.9835272431373596
@ZoranT11,Zoran Tomić,2021-12-18T18:48:01.000Z,"Po komandi pripadnici prvog ešalona žute tajkunske vojske krenuli u napad na svakog ko je osudio sramotnu izjavu i pretnje koje je Marković uputio Vučiću. Po mašinskom mozgu koji takav scenario priželjkuje, odgovaraju mu svi koji svoj mozak nemaju. Jadno.",vojska,und,0.5,0.7,0.5,0.5,negative,0.9081915020942688
@ZoranT11,Zoran Tomić,2021-12-12T10:58:01.000Z,"Današnja vežba u Nišu je pokazala koliko je vojska osposobljena da garantuje bezbednost i sigurnost građana. Zaista je za ponos videti našu vojsku ovako obučenu, spremnu i opremljenu...posle onih strašnih slika kad su žuti tajkuni topili naoružanje sa osmehom na licu. @avucic",vojska,und,0.5,0.7,0.5,0.5,positive,0.8615454435348511
@Vladimir_Orlic,Др Владимир Орлић,2018-09-23T11:40:55.000Z,"Савезани у обраћању новинарима у седишту Двераша, симбола њихових заједничких ""вредности"", поручују: ""Доносимо смену генерација, нове људе, младе, стручне и некомпромитоване!"" Бивше министре, господаре градова и општина, Тадићеве помоћнике и друге жуте главешине? ""Војска смене""..",vojska,sr,0.4,0.8,0.5,1.0,positive,0.49592363834381104
@ZoranT11,Zoran Tomić,2022-01-22T20:42:12.000Z,"Jaka vojska je pojam koji Ponoš ne razume i niti se trudio da razume. Sve što je radio, radio je suprotno tom pojmu. Takav čovek da dođe na čelo Srbije, pa zna se u kom pravcu bi vodio Srbiju, u interesu tajkuna. Danas su i vojska i Srbija jaki, jer imaju jakog lidera @avucic.",vojska,und,0.5,0.7,0.5,0.5,negative,0.7145740985870361
@VucevicM,Милош Вучевић,2021-11-09T10:27:44.000Z,"Деветог новембра коњички ескадрон Дунавске дивизије, Прве армије Војске Краљевине Србије, страдалне, славне и победничке, предвођен мајором Војиславом Бугарским, ушао је у Нови Сад и означио испуњење вишевековног сна, пре свега српског, али и осталог словенског становништва.",vojska,sr,0.2,0.9,0.0,1.0,positive,0.7634167671203613
@avucic,Александар Вучић,2018-04-23T14:14:31.000Z,"Војска Србије је најбољи систем нашег друштва, a желимо да буде још бољи. #DanVojske @mo_i_vs",vojska,sr,0.6,0.8,0.5,1.0,positive,0.8554177284240723
@VjericaR,Вјерица Радета,2021-06-28T07:21:42.000Z,"Данас је Видовдан. Крсна слава Војске Ррпублике Српске.
Срећна слава и вечно сећање на јунаке који су животе уградили у темеље своје Републике.",vojska,sr,0.7,1,0.5,1.0,positive,0.9854686856269836
@ZoranT11,Zoran Tomić,2021-12-11T13:28:34.000Z,"U odnosu na vojsku kakvu smo zatekli 2012. godine bez sredstva kojima bi zaista mogla da garantuje bezbednost građana Srbije, današnja vojska je opremljenija, sposobnija i odlučnija da se bori za sigurnost i bezbednost Srbije. Namenska industrija radi i bićemo još uspešniji.",vojska,und,0.5,0.7,0.5,0.5,positive,0.8352134227752686
@avucic,Александар Вучић,2019-09-08T13:46:01.000Z,"Војска Србије је снажнија него што је икада била, и биће још јача.
- Hа Здруженој тактичкој вежби с бојевим гађањем #Begej2019",vojska,sr,0.6,0.8,0.5,1.0,positive,0.9447047710418701
@avucic,Александар Вучић,2019-09-14T10:43:17.000Z,"Нека ваше сабље бљесну у парадном строју, нека српски стегови буду снажно подигнути у ваздух. Ви сте гарант мирне и спокојне државе, нама једино вољене Србије.
Промоција најмлађих официра  Војске #Srbija",vojska,sr,0.6,0.8,0.5,1.0,positive,0.8268877267837524
@Vladimir_Orlic,Др Владимир Орлић,2019-03-24T11:44:12.000Z,"Овај дан сећања на агресију 1999. дочекујемо са недавно усвојеном одлуком: да велики број улица у престоници понесе имена по страдалим припадницима војске и полиције. За нас су хероји. За Ђиласа и Јеремића су - ""трупе диктаторског режима"". Толико о томе.",vojska,sr,0.4,0.8,0.5,1.0,positive,0.5328976511955261
@avucic,Александар Вучић,2019-07-17T16:04:08.000Z,"Добра комуникација између Војске Србије и КФОР је важна како би, без оклевања, била предупређена свака кризна ситуација на Косову и Метохији.
Cа командантом америчких војних снага у Европи, Тодом Волтерсом.",vojska,sr,0.6,0.8,0.5,1.0,positive,0.8555961847305298
@TomaMomirovic,Tomislav Momirovic,2021-07-08T17:15:28.000Z,"Stotine miliona evra uloženo je u prethodnih 8 godina da bi se zemlja vratila gde je bila pre 2012. Ona Srbija koja je ekonomski urušena, bez infrastrukture, vojske i bez dostojanstva. #Srbija koja je morala da utabava put sopstvenoj dezintegraciji sprovodeći strane interese.",vojska,und,0.1,0.4,0.0,0.5,negative,0.8815262317657471
@VjericaR,Вјерица Радета,2020-06-27T21:29:10.000Z,"Видовдан, Крсна слава Војске Републике Српске. Срећна слава живим, вечни помен погинулим ствараоцима Српске Републике.",vojska,sr,0.7,1,0.5,1.0,positive,0.9303279519081116
@avucic,Александар Вучић,2019-04-23T10:02:53.000Z,"Свим припадницима Војске Србије @mo_i_vs упућујем искрене честитке поводом 23. априла - Дана Војске.
Велика је част служити отаџбини, поштовати задату реч и неговати моралне вредности.",vojska,sr,0.6,0.8,0.5,1.0,positive,0.9877148866653442
@ZoranT11,Zoran Tomić,2021-12-15T09:04:26.000Z,"Po Samofalovu znači ako nas neko napadne...nismo ugroženi jer to ne piše u strategiji. Ne može da zaštiti svog šefa Tadića koji ja započeo, a njegov kum sprovodio uništavanje vojske. Koliko su imali operativnih aviona? Vojska bila poznata po rasparenim uniformama i čizmama.",vojska,und,0.5,0.7,0.5,0.5,negative,0.783041775226593
